Tour_ID,country,continent,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_idwpdlg2at,Germany,Europe,45-64,Spouse and Children,1,3,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Normal Cost
tour_idz0p1dyvq,Chile,South America,18-24,Friends/Relatives,5,7,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,11,4,Yes,High Cost
tour_ids9c11bxt,India,Asia,25-44,Alone,0,1,Business,Wildlife Tourism,Others,Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idhbgg6wih,Italy,Europe,45-64,Alone,0,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,No,Yes,No,12,0,Yes,Normal Cost
tour_id50h1ynw1,Greece,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Package Tour,No,No,No,No,No,No,No,0,4,No,Higher Cost
tour_idh2e49nu6,South Africa,Africa,25-44,Spouse,1,1,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,3,0,No,High Cost
tour_idptvqmn1y,South Africa,Africa,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,Yes,Higher Cost
tour_idjlv4xdde,Bulgaria,Europe,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idg2i6vdwd,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost
tour_idq0yrmrra,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,5,6,Yes,Normal Cost
tour_idlyjh8x56,United Kingdom,Europe,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,14,4,Yes,Normal Cost
tour_idzjv1k19m,Uae,Asia,25-44,Alone,0,1,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,16,0,No,Normal Cost
tour_idtfk47z65,France,Europe,25-44,Friends/Relatives,2,0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,No,No,10,0,Yes,Normal Cost
tour_idwd0prg66,United States of America,North America,25-44,Friends/Relatives,2,5,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost
tour_idczq8ko1q,Israel,Asia,45-64,Friends/Relatives,3,2,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,Yes,High Cost
tour_idujo9ckt5,Germany,Europe,45-64,Alone,1,0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_id1qunjshu,Kenya,Africa,25-44,Alone,1,0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,0,No,Lower Cost
tour_id4qqdr9lb,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,High Cost
tour_idr6g82rat,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,3,Yes,Higher Cost
tour_idraeai4bo,South Africa,Africa,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,6,0,No,Normal Cost
tour_idhfjcqhrd,United Kingdom,Europe,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,9,0,No,Normal Cost
tour_idwevfwpdh,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_id4m6xe2xc,Canada,North America,65+,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_id9brbwjva,United States of America,North America,45-64,Alone,0,1,Business,Conference Tourism,Tanzania Mission Abroad,Independent Tour,No,No,No,No,No,No,No,20,0,No,Higher Cost
tour_idjaj4y8c8,United States of America,North America,45-64,Spouse and Children,3,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost
tour_idmdl2jugo,France,Europe,45-64,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,No,No,No,No,0,7,Yes,Normal Cost
tour_id003q62x6,United States of America,North America,25-44,Alone,1,0,Volunteering,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,5,Yes,High Cost
tour_idgdev59eu,Canada,North America,45-64,Alone,0,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,High Cost
tour_idzugpp0xk,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,Higher Cost
tour_idvhqeh5ph,South Africa,Africa,18-24,Friends/Relatives,1,2,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,4,Yes,High Cost
tour_idivp66utb,New Zealand,Australia,45-64,Friends/Relatives,2,1,Leisure and Holidays,Diving and Sport Fishing,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,7,Yes,Highest Cost
tour_idrtanxdgi,United Kingdom,Europe,18-24,Friends/Relatives,3,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,High Cost
tour_id1x682bbk,Poland,Europe,25-44,Friends/Relatives,3,0,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost
tour_idf8nezjqn,South Africa,Africa,25-44,Spouse,1,1,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,4,0,Yes,Higher Cost
tour_idm6maj1ya,Germany,Europe,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_id3c4bhm24,Zimbabwe,Africa,18-24,Alone,0,1,Leisure and Holidays,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idtpp5f0ey,South Africa,Africa,18-24,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,30,0,No,Low Cost
tour_id2kqw92bo,United States of America,North America,18-24,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idn42ncs23,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
tour_ida3tg2201,Uganda,Africa,25-44,Friends/Relatives,0,1,Other,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_id8xtyk46b,United Kingdom,Europe,45-64,Spouse and Children,4,4,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,14,0,No,Normal Cost
tour_idmwtm649g,Australia,Australia,45-64,With children,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,4,Yes,Highest Cost
tour_id5u7ju1jn,Zambia,Africa,25-44,Alone,0,1,Business,Conference Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,Yes,Lower Cost
tour_idnd5qkoh5,France,Europe,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,High Cost
tour_idsk3mofjn,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,Yes,No,No,0,7,Yes,High Cost
tour_idbksxlcws,Rwanda,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Low Cost
tour_id61pwtd4p,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,3,10,No,High Cost
tour_id2jnql3ut,United States of America,North America,<18,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,15,0,Yes,Low Cost
tour_iddi2zk567,United Kingdom,Europe,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost
tour_idir9wnzkr,United States of America,North America,45-64,Friends/Relatives,2,0,Visiting Friends and Relatives,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,20,0,Yes,High Cost
tour_idhe4kdglq,Malaysia,Asia,45-64,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,0,Yes,Higher Cost
tour_ida49vdzqo,Zimbabwe,Africa,25-44,Friends/Relatives,0,2,Business,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idjdovnclr,China,Asia,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,High Cost
tour_id4xfbeau8,Italy,Europe,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
tour_idv5qhxpsg,United States of America,North America,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,Inflight magazines,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,35,Yes,Higher Cost
tour_idh316pm1l,France,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,Higher Cost
tour_idjph56ak6,United States of America,North America,45-64,Spouse and Children,2,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,30,0,No,High Cost
tour_ide5n77jew,Italy,Europe,45-64,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
tour_id1fhmeskq,Germany,Europe,25-44,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Normal Cost
tour_idrr9xsioa,France,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,0,7,Yes,High Cost
tour_idppjdcf8b,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,5,10,Yes,Higher Cost
tour_idi15rso1s,Uae,Asia,25-44,Alone,0,1,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,15,0,No,Normal Cost
tour_idkg0e3t4l,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,30,0,Yes,Low Cost
tour_id6j6kjccn,Zambia,Africa,25-44,Spouse,1,1,Visiting Friends and Relatives,Hunting Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,7,0,No,Lower Cost
tour_idutkl9hm3,Netherlands,Europe,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,No,Higher Cost
tour_idtjthfuy3,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
tour_id9s3hkus9,Poland,Europe,25-44,Alone,0,1,Other,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_id0c0tjygz,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Highest Cost
tour_idaipnu2vw,Belgium,Europe,65+,Friends/Relatives,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,0,Yes,High Cost
tour_id33tnh3fj,Austria,Europe,25-44,Alone,0,1,Business,Diving and Sport Fishing,Others,Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
tour_idx585ay6s,United States of America,North America,25-44,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Normal Cost
tour_id5kl18pwi,Ireland,Europe,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,High Cost
tour_idrrhxlw8b,South Africa,Africa,45-64,Friends/Relatives,3,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,0,7,No,High Cost
tour_idvwkunvxj,United States of America,North America,65+,Alone,0,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
tour_id3jm3qn0n,Germany,Europe,18-24,Friends/Relatives,2,0,Leisure and Holidays,Business,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,35,0,Yes,Higher Cost
tour_idz82rmjpt,United Kingdom,Europe,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,5,Yes,Normal Cost
tour_idem4fi9le,United States of America,North America,25-44,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,60,14,No,High Cost
tour_idf4xtnfc4,Germany,Europe,45-64,Friends/Relatives,1,0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,High Cost
tour_id5ww0i9e5,United Kingdom,Europe,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,6,Yes,Higher Cost
tour_idctlbvj0g,Kenya,Africa,18-24,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idiaj424wk,United Kingdom,Europe,18-24,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,17,4,No,Normal Cost
tour_id77o40ntx,Israel,Asia,65+,Friends/Relatives,2,2,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,High Cost
tour_idok8n72m0,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
tour_idr68m61w6,Switzerland,Europe,25-44,Friends/Relatives,2,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_id5l459h3o,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
tour_idl9j803l3,South Africa,Africa,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,0,7,No,High Cost
tour_idq4c4kfzb,France,Europe,45-64,Spouse and Children,2,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_id14mfv18s,United Kingdom,Europe,45-64,With children,1,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,0,Yes,Higher Cost
tour_idmhfljrvp,Spain,Europe,25-44,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,3,6,Yes,Normal Cost
tour_idfexka2rn,Sweden,Europe,25-44,With children,2,2,Visiting Friends and Relatives,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,44,0,No,Low Cost
tour_idixyhq74a,United States of America,North America,45-64,Friends/Relatives,2,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,4,Yes,Higher Cost
tour_iduvueczbe,Uganda,Africa,45-64,Alone,0,1,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,1,0,No,Normal Cost
tour_idjj44eblg,Zambia,Africa,45-64,Alone,1,0,Other,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idhx3jy3f3,Zambia,Africa,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id8pph0cct,Qatar,Asia,45-64,Spouse and Children,1,2,Other,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,1,2,No,Normal Cost
tour_idjhgyn03t,China,Asia,18-24,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,40,2,Yes,Normal Cost
tour_idwqfnl2r0,Belgium,Europe,45-64,Spouse and Children,1,2,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,0,12,Yes,Normal Cost
tour_id08d6uqev,Zimbabwe,Africa,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,Others,Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_id15xi9tzi,United States of America,North America,25-44,Alone,0,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,13,0,No,Normal Cost
tour_id5z6bmxa7,Italy,Europe,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,High Cost
tour_idjh2rsdzk,Germany,Europe,18-24,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,7,6,Yes,Low Cost
tour_idvttp9f30,Uganda,Africa,45-64,Alone,0,1,Business,Wildlife Tourism,Others,Independent Tour,No,No,No,No,No,No,No,14,0,No,Lower Cost
tour_idsxztqiko,United States of America,North America,45-64,Spouse and Children,2,3,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,Highest Cost
tour_id8fl3iaug,Australia,Australia,45-64,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,8,4,No,Normal Cost
tour_id583u3d5i,United Kingdom,Europe,25-44,Alone,1,0,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,18,0,No,Lower Cost
tour_idz1x7125p,South Africa,Africa,65+,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Low Cost
tour_idhhsc9a7k,Zambia,Africa,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idtooll0hp,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idogzvt16d,Korea,Asia,45-64,Alone,0,1,Meetings and Conference,Diving and Sport Fishing,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_id41pl8tl1,Zimbabwe,Africa,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idy8khhwfl,Switzerland,Europe,65+,Alone,1,0,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Higher Cost
tour_id46w6lp9n,United States of America,North America,45-64,Friends/Relatives,0,3,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,2,Yes,Higher Cost
tour_idqv5b3kr8,Spain,Europe,25-44,Spouse,1,1,Leisure and Holidays,Diving and Sport Fishing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,4,Yes,High Cost
tour_idyx04njng,Switzerland,Europe,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,10,0,No,Higher Cost
tour_idhr6hfevs,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idu5szuc5c,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
tour_idkouift4o,South Africa,Africa,45-64,Alone,0,1,Business,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,5,0,Yes,Normal Cost
tour_id0zvtf4s5,Belgium,Europe,25-44,Friends/Relatives,2,0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
tour_id59c0pcs4,Spain,Europe,45-64,Spouse and Children,4,2,Leisure and Holidays,Diving and Sport Fishing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
